479,72
479,75
480,73
480,76
481,55
481,58
481,70
481,73
482,58
482,61
483,72
483,75
484,56
484,60
484,68
484,72
485,60
485,63
486,75
486,78
487,57
487,60
487,72
487,75
488,60
488,63
489,73
489,77
490,58
490,61
490,70
490,73
491,61
491,65
492,53
492,61
492,65
492,70
494,53
494,63
494,69
494,72
495,58
495,61
495,70
497,78
497.5,77
498,53
498,61
498,70
500,53
500,63
500,69
500,72
501,58
501,61
501,70
503,53
503,63
503,69
503,73
503.5,72
504,58
504,61
504,70
506,53
506,63
506,69
506,73
506.5,72
507,58
507,61
507,70
509,61
509,73
509.5,60
509.5,72
510,58
510,70
510.5,60
510.5,72
511,61
511,73
511.5,60
511.5,72
512,58
512,70
512.5,60
512.5,72
513,58
513,70
513.5,56
513.5,68
514,55
514,67
514.5,56
514.5,68
515,55
515,67
515.5,53
515.5,65
516,52
516,64
516.5,53
516.5,65
517,55
517,67
517.5,53
517.5,65
518,56
518,68
518.5,47
518.5,59
519,48
519,60
520,60
521,60
521,68
522,61
522,70
523,58
523,67
524,58
524,67
524,76
525,60
525,68
525,77
526,56
526,65
526,80
527,53
527,56
527,84
528,52
528,55
528,85
529,55
529,58
529,82
530,55
530,58
530,82
531,53
531,56
531,84
532,56
532,60
532,80
533,56
533,60
533,65
533,80
534,55
534,58
534,64
534,82
535,58
535,61
535,64
535,79
536,58
536,61
536,64
536,79
537,59
537,62
537,65
537,80
538,68
538,77
539,59
539,62
539,68
539,77
540,60
540,68
540,77
542,60
542,70
542,76
542,79
543,65
543,68
543,77
545,75
545.5,73
546,48
546,56
546,65
548,48
548,58
548,64
548,67
549,53
549,56
549,65
552,36
552,48
552,52
552,55
552,60
555,41
555,53
