368,60
369,48
369,60
369,64
369.5,62
370,64
370.5,60
371,62
371.5,64
372,59
372,65
372.5,64
373,65
373.5,62
374,64
374.5,65
375,58
375,67
375.5,66
376,67
376.5,64
377,65
377.5,67
378,57
378,69
378.5,65
379,69
379.5,72
380,77
380.5,81
381,64
381,72
381,84
381.5,62
382,64
382.5,60
383,62
383.5,64
384,65
384,71
384,83
384.5,64
385,65
385.5,62
386,64
386.5,65
387,67
387,70
387,82
387.5,65
388,67
388.5,64
388.5,67
389,65
389,69
389.5,67
389.5,70
390,69
390,72
390.5,67
390.5,70
391,69
391,72
391.5,65
391.5,69
392,67
392,70
392.5,69
392.5,72
393,70
393,74
393.5,69
393.5,72
394,70
394,74
394.5,67
394.5,70
394.5,76
395,69
395,72
395,77
395.5,70
395.5,74
395.5,79
396,72
396,76
396,81
396.5,70
396.5,74
396.5,79
397,72
397,76
397,81
397.5,69
397.5,72
397.5,77
398,70
398,74
398,79
398.5,72
398.5,76
398.5,81
399,74
399,77
399,82
399.5,72
399.5,76
399.5,81
400,70
400,74
400,79
400.5,72
400.5,76
400.5,81
401,70
401,74
401,79
401.5,69
401.5,72
401.5,77
402,67
402,70
402,76
402.5,69
402.5,72
402.5,77
403,67
403,70
403,76
403.5,65
403.5,69
403.5,74
404,64
404,67
404,72
404.5,65
404.5,69
404.5,74
405,64
405,67
405,72
408,62
408,65
408,71
411,60
411,64
411,70
414,53
414,69
414.5,67
415,57
415,69
415.5,65
416,60
416,67
416.5,69
417,62
417,70
417.5,69
418,55
418,70
418.5,67
419,53
419,69
419.5,71
420,52
420,72
420.5,71
421,55
421,72
421.5,74
422,60
422,72
422.5,70
423,53
423,69
423.5,67
424,57
424,69
424.5,70
425,60
425,69
425.5,65
426,45
426,69
426.5,44
427,45
427,72
427.5,41
428,43
428,77
428.5,45
429,46
429,74
429.5,45
430,46
430,67
430.5,43
431,45
431,65
431.5,47
432,48
432,64
432.5,47
433,48
433,67
433.5,46
434,45
434,72
434.5,43
435,41
435,65
436,53
437,60
