269,60
270,53
270,69
270.5,67
271,57
271,69
271.5,65
272,60
272,67
272.5,69
273,62
273,70
273.5,69
274,55
274,70
274.5,67
275,53
275,69
275.5,71
276,52
276,72
276.5,71
277,55
277,72
277.5,74
278,60
278,72
278.5,70
279,53
279,69
279.5,67
280,57
280,69
280.5,70
281,60
281,69
281.5,65
282,45
282,69
282.5,44
283,45
283,72
283.5,41
284,43
284,77
284.5,45
285,46
285,67
285.5,45
286,46
286,74
286.5,43
287,45
287,77
287.5,47
288,48
288,67
288.5,47
289,48
289,77
289.5,45
290,47
290,76
290.5,49
291,50
291,65
291.5,45
292,47
292,74
292.5,43
293,48
293,64
293,72
293.5,42
294,43
294.5,67
295,64
295.5,60
296,31
296,59
296,65
296.5,62
297,36
297,60
298,48
299,60
