24,60
24,65
25,53
25,69
26.5,53
26.5,69
27,48
27,52
27,60
27,67
28,50
28,53
28,65
28.5,60
29,58
29,62
29,77
29.5,55
29.5,64
30,57
30,65
30.5,58
30.5,67
30.5,77
31,48
31,57
31,60
31,69
31,76
32,46
32,58
32,62
32,74
32.5,46
33,58
33.5,60
33.5,64
34,62
34,65
34.5,64
34.5,67
35,57
35,65
35,69
35,72
35.5,60
35.5,65
36,55
36,63
36,67
36,71
37,60
37,63
37,72
38,62
38,74
39,59
39,67
39.5,72
40,48
40,60
40,64
40,67
40,72
41,53
41,57
41,60
41,65
42,58
42,62
42,67
43,52
43,60
43,79
43.5,67
44,53
44,57
44,69
44,72
45,50
45,62
45,65
45,77
45.5,65
46,51
46,55
46,63
46,67
46,70
46.5,55
47,46
47,58
47,62
47,74
47.5,65
48,48
48,60
48,64
48,67
49,57
49,65
49,69
49.5,70
50,55
50,60
50,72
51,48
51,64
51.5,70
52,41
52,53
52,60
52,65
52,69
